## [BeGaze]
## Converted from:	D:\Recorded Data\Experiment Data\Alireza_2012_05_09_Pizza01.etg.data\Alireza_2012_05_09_Pizza01-ccd877bb-482c-485a-9c12-33ceab5cef31\Alireza_2012_05_09_Pizza01-1-recording.idf
## Date:	09.05.2012 15:44:00
## Version:	BeGaze 3.1.77
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	0
## Uses Plane File:	False
## Number of Samples:	18615
## Reversed:	none
## [Run]
## Subject:	Alireza_2012_05_09_Pizza01
## Description:	Run1
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, POR, FRAMECOUNTER
##
Time	Type	Trial	L POR X [px]	L POR Y [px]	Frame	Aux1	L Event Info
1457588965	SMP	1	-731.76	617.34	65		Blink
1457621989	SMP	1	0.00	0.00	65		Blink
1457654197	SMP	1	0.00	0.00	66		Blink
1457686644	SMP	1	0.00	0.00	67		Blink
1457719149	SMP	1	0.00	0.00	68		Blink
1457753050	SMP	1	0.00	0.00	68		Blink
1457786121	SMP	1	0.00	0.00	69		Blink
1457819129	SMP	1	0.00	0.00	70		Blink
1457852551	SMP	1	0.00	0.00	71		Blink
1457885830	SMP	1	0.00	0.00	71		Blink
1457919543	SMP	1	0.00	0.00	72		Blink
1457953368	SMP	1	0.00	0.00	73		Blink
1457987140	SMP	1	0.00	0.00	74		Blink
1458018680	SMP	1	0.00	0.00	74		Blink
1458051796	SMP	1	0.00	0.00	75		Blink
1458085245	SMP	1	0.00	0.00	76		Blink
1458118932	SMP	1	0.00	0.00	77		Blink
1458152292	SMP	1	0.00	0.00	78		Blink
1458184983	SMP	1	0.00	0.00	79		Blink
1458220244	SMP	1	0.00	0.00	79		Blink
1458251799	SMP	1	0.00	0.00	80		Blink
1458285475	SMP	1	0.00	0.00	82		Blink
1458319170	SMP	1	0.00	0.00	82		Blink
1458351900	SMP	1	0.00	0.00	83		Blink
1458385170	SMP	1	0.00	0.00	83		Blink
1458417617	SMP	1	0.00	0.00	85		Blink
1458451518	SMP	1	0.00	0.00	85		Blink
1458485642	SMP	1	0.00	0.00	86		Blink
1458517811	SMP	1	0.00	0.00	87		Blink
1458551479	SMP	1	0.00	0.00	88		Blink
1458584871	SMP	1	0.00	0.00	88		Blink
1458617630	SMP	1	0.00	0.00	89		Blink
1458651387	SMP	1	0.00	0.00	90		Blink
1458684941	SMP	1	0.00	0.00	91		Blink
1458719179	SMP	1	0.00	0.00	91		Blink
1458751416	SMP	1	0.00	0.00	92		Blink
1458784229	SMP	1	0.00	0.00	93		Blink
1458817428	SMP	1	0.00	0.00	94		Blink
1458851785	SMP	1	0.00	0.00	95		Blink
1458885855	SMP	1	-135.14	743.61	95		Blink
1458918291	SMP	1	0.00	0.00	95		Blink
1458951982	SMP	1	0.00	0.00	97		Blink
1458984320	SMP	1	0.00	0.00	98		Blink
1459017588	SMP	1	0.00	0.00	98		Blink
1459050406	SMP	1	0.00	0.00	99		Blink
1459084975	SMP	1	0.00	0.00	100		Blink
1459117890	SMP	1	0.00	0.00	101		Blink
1459151338	SMP	1	0.00	0.00	102		Blink
1459185409	SMP	1	-55.90	1104.46	103		Blink
1459218404	SMP	1	-699.22	1221.57	104		Blink
1459252479	SMP	1	-518.93	772.10	104		Blink
1459286446	SMP	1	-650.78	674.80	105		Blink
1459316691	SMP	1	0.00	0.00	106		Blink
1459349779	SMP	1	0.00	0.00	107		Blink
1459384281	SMP	1	0.00	0.00	108		Blink
1459416986	SMP	1	0.00	0.00	108		Blink
1459451243	SMP	1	627.95	676.16	109		Blink
1459482687	SMP	1	1473.44	1165.79	110		Saccade
1459516414	SMP	1	747.15	650.53	111		Fixation
1459550612	SMP	1	747.69	650.06	112		Fixation
1459583027	SMP	1	765.21	647.08	112		Fixation
1459615687	SMP	1	770.33	643.81	113		Fixation
1459649308	SMP	1	787.33	644.45	114		Saccade
1459682537	SMP	1	790.14	638.82	115		Saccade
1459717152	SMP	1	783.16	576.20	115		Saccade
1459748986	SMP	1	766.26	535.11	116		Fixation
1459782237	SMP	1	773.76	495.04	117		Fixation
1459816134	SMP	1	784.47	493.79	118		Fixation
1459849788	SMP	1	784.79	492.40	119		Fixation
1459884462	SMP	1	792.26	491.01	120		Fixation
1459916322	SMP	1	795.92	490.96	121		Fixation
1459948925	SMP	1	794.73	488.91	122		Saccade
1459982755	SMP	1	798.81	488.09	123		Saccade
1460015640	SMP	1	826.77	454.08	123		Saccade
1460049867	SMP	1	879.40	413.80	124		Fixation
1460082651	SMP	1	864.09	417.84	125		Fixation
1460115158	SMP	1	859.20	416.90	126		Fixation
1460148076	SMP	1	852.83	426.29	126		Saccade
1460182712	SMP	1	840.79	409.45	127		Saccade
1460214570	SMP	1	1569.67	376.02	128		Saccade
1460249092	SMP	1	771.84	379.01	128		Saccade
1460281664	SMP	1	713.11	390.12	129		Fixation
1460315158	SMP	1	711.22	394.95	130		Fixation
1460347853	SMP	1	707.70	396.64	131		Fixation
1460381721	SMP	1	704.55	398.60	132		Fixation
1460415366	SMP	1	701.56	400.29	132		Fixation
1460447840	SMP	1	698.84	402.67	133		Fixation
1460481406	SMP	1	694.28	410.23	134		Fixation
1460514256	SMP	1	687.40	391.75	134		Saccade
1460548508	SMP	1	687.31	387.89	135		Saccade
1460581255	SMP	1	729.11	412.74	136		Saccade
1460614661	SMP	1	727.82	412.68	137		Saccade
1460647708	SMP	1	723.84	411.63	138		Saccade
1460680929	SMP	1	718.01	435.48	138		Saccade
1460714933	SMP	1	1412.26	691.51	139		Saccade
1460747516	SMP	1	1406.75	682.55	140		Saccade
1460780705	SMP	1	712.54	440.20	141		Fixation
1460815698	SMP	1	714.54	424.95	142		Fixation
1460846604	SMP	1	713.02	424.34	143		Fixation
1460881835	SMP	1	709.51	422.03	144		Fixation
1460915275	SMP	1	705.66	419.11	145		Fixation
1460947089	SMP	1	703.66	419.81	145		Saccade
1460981834	SMP	1	697.24	420.76	146		Saccade
1461013179	SMP	1	804.85	478.01	147		Saccade
1461047048	SMP	1	821.76	520.74	148		Fixation
1461080672	SMP	1	811.06	520.99	148		Fixation
1461113692	SMP	1	800.75	522.24	149		Fixation
1461147612	SMP	1	793.10	523.36	150		Saccade
1461179777	SMP	1	780.12	511.92	151		Saccade
1461213830	SMP	1	527.28	767.82	152		Saccade
1461246946	SMP	1	348.36	1264.72	152		Saccade
1461281367	SMP	1	329.77	1340.05	153		Saccade
1461313856	SMP	1	775.92	430.01	154		Fixation
1461346312	SMP	1	763.86	432.43	155		Fixation
1461380644	SMP	1	756.04	432.59	155		Fixation
1461413182	SMP	1	749.46	436.27	156		Fixation
1461445857	SMP	1	744.20	436.06	157		Fixation
1461479292	SMP	1	739.02	438.97	158		Fixation
1461513508	SMP	1	730.31	442.73	159		Fixation
1461547069	SMP	1	725.60	445.32	160		Fixation
1461579277	SMP	1	718.66	445.62	161		Fixation
1461613121	SMP	1	708.11	460.97	161		Saccade
1461646362	SMP	1	707.64	460.95	162		Saccade
1461679035	SMP	1	1306.96	730.25	163		Saccade
1461714938	SMP	1	1320.24	740.09	164		Saccade
1461746891	SMP	1	800.94	391.60	164		Fixation
1461778828	SMP	1	795.99	381.94	165		Fixation
1461812937	SMP	1	800.43	384.05	166		Fixation
1461845062	SMP	1	798.84	386.38	167		Fixation
1461879367	SMP	1	799.42	385.84	167		Saccade
1461912535	SMP	1	768.85	386.38	168		Saccade
1461945364	SMP	1	672.67	384.46	169		Fixation
1461979875	SMP	1	672.69	386.99	170		Fixation
1462012609	SMP	1	673.82	383.65	171		Fixation
1462045025	SMP	1	672.35	380.00	172		Fixation
1462078434	SMP	1	671.84	374.99	172		Fixation
1462111432	SMP	1	660.45	371.63	173		Fixation
1462145173	SMP	1	650.81	368.84	174		Fixation
1462180782	SMP	1	647.31	360.33	175		Saccade
1462212371	SMP	1	662.84	363.97	175		Saccade
1462245370	SMP	1	745.60	391.82	176		Saccade
1462278154	SMP	1	797.27	396.61	177		Saccade
1462312320	SMP	1	958.77	431.69	178		Fixation
1462346334	SMP	1	948.85	431.16	178		Fixation
1462378310	SMP	1	944.87	425.39	179		Fixation
1462410946	SMP	1	939.80	424.59	180		Fixation
1462444667	SMP	1	935.01	423.57	181		Fixation
1462477556	SMP	1	931.36	423.66	182		Fixation
1462511917	SMP	1	927.68	425.38	183		Fixation
1462544977	SMP	1	922.20	425.84	184		Fixation
1462611290	SMP	1	916.74	428.17	185		Saccade
1462644193	SMP	1	906.66	439.67	186		Saccade
1462677464	SMP	1	861.47	433.53	187		Saccade
1462711188	SMP	1	1416.28	850.54	188		Saccade
1462744009	SMP	1	1380.75	703.75	188		Saccade
1462777127	SMP	1	622.44	436.45	189		Saccade
1462810259	SMP	1	687.87	459.02	190		Saccade
1462844548	SMP	1	822.50	443.10	191		Saccade
1462877629	SMP	1	886.29	449.04	192		Saccade
1462910845	SMP	1	934.84	500.24	192		Fixation
1462944534	SMP	1	937.24	498.83	193		Fixation
1462976764	SMP	1	936.00	496.90	194		Fixation
1463010940	SMP	1	935.50	496.46	195		Fixation
1463044263	SMP	1	935.44	495.46	195		Fixation
1463077595	SMP	1	935.59	493.52	196		Fixation
1463110454	SMP	1	937.58	492.83	197		Fixation
1463143819	SMP	1	938.43	491.59	198		Fixation
1463177060	SMP	1	938.68	492.26	199		Fixation
1463243800	SMP	1	940.00	491.53	200		Fixation
1463276354	SMP	1	939.07	492.43	201		Fixation
1463310212	SMP	1	942.16	493.41	202		Saccade
1463343495	SMP	1	941.57	503.06	203		Saccade
1463375983	SMP	1	916.36	655.27	204		Saccade
1463410187	SMP	1	880.18	567.58	204		Saccade
1463443533	SMP	1	878.04	564.31	205		Saccade
1463476256	SMP	1	961.11	477.57	206		Fixation
1463510446	SMP	1	996.69	479.47	207		Fixation
1463542980	SMP	1	988.48	475.30	207		Fixation
1463576021	SMP	1	992.16	478.36	208		Fixation
1463609095	SMP	1	992.98	483.72	209		Saccade
1463644093	SMP	1	992.98	483.72	210		Saccade
1463675816	SMP	1	362.57	866.84	210		Saccade
1463709830	SMP	1	593.84	1123.97	211		Saccade
1463742217	SMP	1	1102.56	654.11	212		Saccade
1463775452	SMP	1	1099.08	604.13	213		Saccade
1463809999	SMP	1	706.36	460.75	214		Fixation
1463842279	SMP	1	704.04	463.53	215		Fixation
1463875622	SMP	1	711.54	459.16	215		Fixation
1463908482	SMP	1	710.99	460.89	215		Fixation
1463941290	SMP	1	705.84	462.88	217		Fixation
1463975788	SMP	1	705.14	462.04	218		Fixation
1464009685	SMP	1	703.57	461.42	219		Fixation
1464042223	SMP	1	706.69	461.86	220		Fixation
1464075721	SMP	1	704.09	463.98	220		Saccade
1464109627	SMP	1	702.50	489.28	221		Saccade
1464141667	SMP	1	885.19	850.72	222		Saccade
1464175110	SMP	1	870.14	868.32	222		Saccade
1464209301	SMP	1	646.54	686.63	223		Saccade
1464241121	SMP	1	639.37	640.34	224		Saccade
1464274562	SMP	1	640.11	651.51	225		Saccade
1464309370	SMP	1	598.88	507.25	226		Fixation
1464341230	SMP	1	601.64	507.49	227		Fixation
1464374591	SMP	1	608.38	508.02	227		Fixation
1464407797	SMP	1	601.33	510.11	228		Fixation
1464440576	SMP	1	602.25	514.29	229		Fixation
1464475744	SMP	1	602.21	519.52	230		Fixation
1464508608	SMP	1	603.82	523.46	231		Saccade
1464540346	SMP	1	602.37	524.43	231		Saccade
1464574742	SMP	1	598.96	479.03	232		Fixation
1464607360	SMP	1	602.88	473.06	233		Fixation
1464642123	SMP	1	606.21	474.11	234		Fixation
1464675650	SMP	1	606.23	473.16	234		Fixation
1464707127	SMP	1	606.99	473.95	235		Fixation
1464740427	SMP	1	607.14	476.55	235		Saccade
1464773575	SMP	1	603.74	476.33	237		Saccade
1464807085	SMP	1	685.05	531.58	238		Saccade
1464841330	SMP	1	751.94	567.93	239		Saccade
1464874892	SMP	1	731.33	554.54	239		Saccade
1464910435	SMP	1	723.19	562.24	240		Saccade
1464940393	SMP	1	722.00	562.32	241		Saccade
1464975260	SMP	1	1125.49	747.35	242		Saccade
1465006932	SMP	1	1122.44	937.44	243		Saccade
1465039552	SMP	1	785.98	506.40	243		Saccade
1465074323	SMP	1	783.99	499.12	244		Saccade
1465107524	SMP	1	779.01	496.71	245		Saccade
1465139857	SMP	1	780.39	505.97	246		Saccade
1465173341	SMP	1	694.02	523.14	247		Fixation
1465207000	SMP	1	663.82	531.68	247		Fixation
1465241333	SMP	1	671.95	530.93	248		Fixation
1465272917	SMP	1	671.64	530.25	249		Fixation
1465306964	SMP	1	677.16	530.43	250		Saccade
1465339779	SMP	1	675.19	531.45	251		Saccade
1465373717	SMP	1	618.16	554.27	252		Fixation
1465406063	SMP	1	615.09	555.56	253		Fixation
1465439841	SMP	1	616.50	553.09	254		Fixation
1465473265	SMP	1	620.18	551.49	254		Fixation
1465507305	SMP	1	619.66	550.67	255		Fixation
1465538634	SMP	1	621.36	549.66	255		Fixation
1465573179	SMP	1	620.17	548.63	257		Fixation
1465606006	SMP	1	620.33	547.62	258		Fixation
1465640841	SMP	1	620.60	543.86	259		Fixation
1465673343	SMP	1	619.16	541.22	260		Fixation
1465710191	SMP	1	618.99	539.84	261		Fixation
1465739822	SMP	1	620.18	539.28	261		Fixation
1465772022	SMP	1	620.92	537.52	262		Fixation
1465806564	SMP	1	621.92	535.39	263		Fixation
1465839227	SMP	1	621.30	534.72	264		Fixation
1465872066	SMP	1	621.97	535.17	264		Fixation
1465905901	SMP	1	623.34	534.45	265		Fixation
1465939750	SMP	1	624.16	533.10	266		Fixation
1465971520	SMP	1	622.07	532.41	267		Fixation
1466005438	SMP	1	624.08	533.85	268		Fixation
1466073452	SMP	1	623.09	531.96	268		Fixation
1466105983	SMP	1	622.40	531.79	270		Fixation
1466138562	SMP	1	621.74	533.57	270		Fixation
1466172200	SMP	1	620.95	533.29	271		Fixation
1466205171	SMP	1	620.39	533.11	272		Fixation
1466238356	SMP	1	619.32	533.00	273		Fixation
1466271695	SMP	1	618.46	533.16	273		Fixation
1466305425	SMP	1	620.50	534.73	274		Fixation
1466337694	SMP	1	619.94	530.90	275		Fixation
1466371441	SMP	1	620.28	529.98	275		Fixation
1466404145	SMP	1	623.36	530.26	275		Fixation
1466436986	SMP	1	621.42	528.93	277		Fixation
1466471149	SMP	1	622.57	531.14	278		Saccade
1466504754	SMP	1	624.33	539.60	279		Saccade
1466543943	SMP	1	271.14	1348.09	279		Saccade
1466571625	SMP	1	74.45	1019.49	280		Saccade
1466603671	SMP	1	601.30	509.44	281		Fixation
1466637477	SMP	1	600.03	524.64	282		Fixation
1466671200	SMP	1	602.65	524.69	283		Fixation
1466704349	SMP	1	602.76	527.83	283		Fixation
1466737416	SMP	1	602.52	528.77	284		Fixation
1466770450	SMP	1	603.80	530.08	285		Fixation
1466803351	SMP	1	602.32	533.55	286		Fixation
1466837599	SMP	1	601.79	532.75	287		Fixation
1466870561	SMP	1	602.31	533.35	287		Fixation
1466903937	SMP	1	601.47	532.19	288		Fixation
1466937090	SMP	1	600.68	532.08	289		Fixation
1466970414	SMP	1	601.59	531.18	290		Fixation
1467004397	SMP	1	601.35	530.25	291		Fixation
1467037262	SMP	1	602.51	532.36	293		Fixation
1467075543	SMP	1	602.46	532.69	294		Fixation
1467106678	SMP	1	602.08	536.13	295		Saccade
1467170267	SMP	1	602.10	536.12	295		Saccade
1467203019	SMP	1	516.75	750.27	295		Saccade
1467236262	SMP	1	425.17	535.11	296		Saccade
1467269143	SMP	1	428.94	536.95	296		Saccade
1467302913	SMP	1	425.64	541.29	297		Saccade
1467336835	SMP	1	426.12	541.72	298		Saccade
1467372163	SMP	1	-375.71	489.68	299		Saccade
1467403565	SMP	1	15.12	484.17	300		Saccade
1467435580	SMP	1	503.85	524.41	301		Saccade
1467469003	SMP	1	580.67	512.23	302		Saccade
1467502341	SMP	1	580.00	511.63	303		Saccade
1467536219	SMP	1	576.80	514.77	303		Saccade
1467569895	SMP	1	576.84	514.98	304		Saccade
1467602079	SMP	1	306.70	1523.50	305		Saccade
1467638757	SMP	1	-154.28	1293.45	306		Saccade
1467669223	SMP	1	293.05	658.66	306		Saccade
1467702486	SMP	1	282.25	583.65	307		Fixation
1467735678	SMP	1	284.83	571.57	308		Fixation
1467768589	SMP	1	283.63	570.56	309		Fixation
1467801738	SMP	1	280.12	574.19	309		Fixation
1467835874	SMP	1	278.94	577.90	311		Fixation
1467868161	SMP	1	279.65	578.84	311		Fixation
1467901275	SMP	1	278.32	578.00	312		Saccade
1467935955	SMP	1	299.66	576.75	313		Saccade
1467968159	SMP	1	484.00	561.89	314		Fixation
1468001034	SMP	1	519.50	553.08	315		Fixation
1468035146	SMP	1	509.72	551.62	315		Fixation
1468067657	SMP	1	509.00	556.31	315		Fixation
1468100806	SMP	1	509.56	555.95	316		Fixation
1468135053	SMP	1	509.58	555.91	317		Saccade
1468168800	SMP	1	535.76	575.74	318		Saccade
1468203173	SMP	1	582.18	529.01	319		Saccade
1468233930	SMP	1	623.45	513.48	320		Fixation
1468268184	SMP	1	622.31	516.31	321		Fixation
1468302293	SMP	1	623.26	513.07	322		Fixation
1468335140	SMP	1	623.98	512.16	323		Fixation
1468369631	SMP	1	624.79	513.23	323		Fixation
1468400739	SMP	1	627.68	512.11	324		Saccade
1468434561	SMP	1	631.93	512.44	325		Saccade
1468467861	SMP	1	705.33	508.76	326		Saccade
1468500602	SMP	1	938.89	465.61	327		Saccade
1468533871	SMP	1	846.78	495.62	327		Fixation
1468567813	SMP	1	846.79	495.34	328		Fixation
1468600410	SMP	1	844.37	500.37	329		Fixation
1468634077	SMP	1	845.77	500.12	330		Fixation
1468667695	SMP	1	842.88	505.12	330		Fixation
1468700431	SMP	1	838.06	515.05	331		Fixation
1468733509	SMP	1	838.08	514.87	332		Saccade
1468767979	SMP	1	838.08	514.86	332		Saccade
1468800484	SMP	1	497.26	503.71	334		Fixation
1468834104	SMP	1	501.48	526.14	334		Fixation
1468867909	SMP	1	501.17	521.00	335		Fixation
1468900525	SMP	1	503.62	519.98	335		Fixation
1468932801	SMP	1	505.79	514.93	336		Fixation
1468967010	SMP	1	510.35	518.36	337		Fixation
1469000686	SMP	1	510.22	515.75	339		Fixation
1469035451	SMP	1	512.15	522.14	339		Saccade
1469067687	SMP	1	511.80	524.23	340		Saccade
1469099631	SMP	1	1456.95	758.27	341		Saccade
1469132919	SMP	1	1398.17	721.96	341		Saccade
1469166252	SMP	1	628.00	501.02	343		Fixation
1469199631	SMP	1	630.43	490.82	343		Fixation
1469232674	SMP	1	631.79	486.79	344		Fixation
1469266862	SMP	1	630.85	488.81	345		Fixation
1469298663	SMP	1	629.76	490.47	346		Fixation
1469333003	SMP	1	628.94	492.87	346		Fixation
1469366123	SMP	1	628.58	494.44	347		Fixation
1469399096	SMP	1	624.93	508.03	348		Fixation
1469431804	SMP	1	623.81	509.66	349		Saccade
1469465920	SMP	1	623.68	511.09	350		Saccade
1469499360	SMP	1	618.68	425.95	350		Fixation
1469532111	SMP	1	624.23	435.87	351		Fixation
1469565444	SMP	1	626.58	441.18	352		Fixation
1469599959	SMP	1	623.50	440.48	353		Fixation
1469633186	SMP	1	625.62	437.88	354		Fixation
1469666084	SMP	1	628.48	436.43	354		Fixation
1469701443	SMP	1	634.39	435.09	355		Saccade
1469733710	SMP	1	616.64	443.27	355		Saccade
1469764763	SMP	1	544.86	485.84	356		Saccade
1469798971	SMP	1	428.97	531.20	358		Fixation
1469832159	SMP	1	433.21	527.93	358		Fixation
1469869231	SMP	1	433.81	525.74	359		Fixation
1469898558	SMP	1	433.40	529.50	360		Fixation
1469931450	SMP	1	435.39	525.16	361		Fixation
1469965362	SMP	1	435.63	524.67	362		Fixation
1469998538	SMP	1	439.94	505.74	362		Fixation
1470032381	SMP	1	440.99	477.25	363		Fixation
1470064454	SMP	1	444.32	480.62	364		Fixation
1470100078	SMP	1	447.08	474.75	365		Fixation
1470130557	SMP	1	448.63	473.41	366		Fixation
1470165667	SMP	1	448.98	468.96	366		Fixation
1470198374	SMP	1	447.00	470.57	367		Fixation
1470231008	SMP	1	450.94	474.40	368		Fixation
1470264082	SMP	1	449.41	486.42	369		Fixation
1470297482	SMP	1	449.93	485.13	369		Fixation
1470330778	SMP	1	450.16	485.40	370		Fixation
1470363369	SMP	1	466.63	460.07	371		Fixation
1470397187	SMP	1	464.75	465.88	372		Fixation
1470430154	SMP	1	467.35	465.43	372		Fixation
1470463789	SMP	1	467.51	470.68	373		Saccade
1470496494	SMP	1	467.31	471.49	374		Saccade
1470529799	SMP	1	466.93	523.12	375		Saccade
1470562991	SMP	1	468.66	527.65	375		Saccade
1470596215	SMP	1	-75.26	986.15	376		Saccade
1470630312	SMP	1	-70.95	1028.51	377		Saccade
1470663524	SMP	1	376.55	540.74	378		Fixation
1470696111	SMP	1	376.54	522.84	379		Fixation
1470730265	SMP	1	361.52	509.52	380		Fixation
1470763716	SMP	1	365.35	504.60	381		Fixation
1470796612	SMP	1	365.21	505.21	381		Fixation
1470829876	SMP	1	363.76	507.86	382		Saccade
1470863063	SMP	1	393.13	513.71	383		Saccade
1470896853	SMP	1	484.25	512.70	384		Saccade
1470929564	SMP	1	630.60	512.33	385		Fixation
1470962505	SMP	1	626.65	514.77	386		Fixation
1470995835	SMP	1	624.27	520.53	386		Fixation
1471030539	SMP	1	624.42	519.94	387		Saccade
1471062932	SMP	1	624.26	520.53	388		Saccade
1471098909	SMP	1	575.06	825.86	389		Saccade
1471130235	SMP	1	386.63	691.84	390		Saccade
1471163884	SMP	1	337.81	530.50	391		Fixation
1471197581	SMP	1	347.67	518.61	391		Fixation
1471230640	SMP	1	346.25	516.41	392		Fixation
1471262265	SMP	1	343.45	514.93	393		Fixation
1471295937	SMP	1	345.32	516.14	393		Fixation
1471328595	SMP	1	346.38	516.54	394		Fixation
1471362059	SMP	1	351.05	528.52	395		Fixation
1471398085	SMP	1	351.82	528.66	396		Saccade
1471433325	SMP	1	351.82	528.67	397		Saccade
1471462661	SMP	1	502.04	749.95	398		Saccade
1471497102	SMP	1	687.07	503.08	399		Saccade
1471528849	SMP	1	691.72	494.63	400		Saccade
1471563839	SMP	1	689.07	496.43	401		Saccade
1471596898	SMP	1	691.10	507.93	402		Saccade
1471628627	SMP	1	981.55	807.91	402		Saccade
